,,,,Σύνολο κτιρίων αποκλειστικής χρήσης,Αποκλειστική χρήση κτιρίων,,,,,,,,,,,,,,,Σύνολο κτιρίων μεικτής χρήσης,Κύρια χρήση κτιρίων μεικτής χρήσης,,,,,,,,,,,,,,
,,,,,Κατοικία,Θρησκευτικός χώρος,Ξενοδοχείο ή άλλου είδους τουριστική εγκατάσταση,Εργοστάσιο-εργαστήριο,Σχολικό κτίριο,Φροντιστήριο,"Κοινωνικής πρόνοιας (π.χ παιδικός σταθμός, οίκος ευγηρίας)",Αστυνομικός ή πυροσβεστικός σταθμός,Σωφρονιστικό ίδρυμα,Δημόσια υπηρεσία (γραφεία),Κατάστημα-γραφείο,Χώρος θεαμάτων-συνεδριακός χώρος-μουσείο-βιβλιοθήκη,Σταθμός αυτοκινήτων (πάρκινγκ),Νοσοκομείο-κλινική,Άλλη χρήση,,Κατοικία,Θρησκευτικός χώρος,Ξενοδοχείο ή άλλου είδους τουριστική εγκατάσταση,Εργοστάσιο-εργαστήριο,Σχολικό κτίριο,Φροντιστήριο,"Κοινωνικής πρόνοιας (π.χ παιδικός σταθμός, οίκος ευγηρίας)",Αστυνομικός ή πυροσβεστικός σταθμός,Σωφρονιστικό ίδρυμα,Δημόσια υπηρεσία (γραφεία),Κατάστημα-γραφείο,Χώρος θεαμάτων-συνεδριακός χώρος-μουσείο-βιβλιοθήκη,Σταθμός αυτοκινήτων (πάρκινγκ),Νοσοκομείο-κλινική,Άλλη χρήση
8,4626801000717,"Πρωτόργια,τα",36,31,17,5,0,0,0,0,0,0,0,0,0,0,0,0,9,5,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0
8,4626801000718,"Τεταρτονήσι,το (νησίς)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,4626801000719,"Τούρλος,ο (νησίς)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,4626801000720,"Φιλίδι,το (νησίς)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,4626801000721,"Φοίνισσες,οι (νησίς)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,4626802,ΔΗΜΟΣ ΑΝΤΙΠΑΡΟΥ,1346,1192,919,44,70,16,4,2,0,1,0,2,64,1,1,0,68,154,139,1,9,1,0,0,0,0,0,0,4,0,0,0,0
6,462680200,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΑΝΤΙΠΑΡΟΥ,1346,1192,919,44,70,16,4,2,0,1,0,2,64,1,1,0,68,154,139,1,9,1,0,0,0,0,0,0,4,0,0,0,0
7,46268020000,ΨΕΥΔΟΔΗΜΟΤΙΚΗ ΚΟΙΝΟΤΗΤΑ ΑΝΤΙΠΑΡΟΥ,1346,1192,919,44,70,16,4,2,0,1,0,2,64,1,1,0,68,154,139,1,9,1,0,0,0,0,0,0,4,0,0,0,0
8,4626802000001,"Αντίπαρος,η",719,570,402,17,40,8,4,2,0,1,0,2,50,1,1,0,42,149,134,1,9,1,0,0,0,0,0,0,4,0,0,0,0
8,4626802000002,"Άγιος Γεώργιος,ο",154,154,135,5,6,1,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,4626802000003,"Δεσποτικό,το (νησίς)",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,4626802000004,"Διπλό,το (νησίς)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,4626802000005,"Κάβουρας,ο (νησίς)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,4626802000006,"Κάμπος,ο",272,267,216,15,12,2,0,0,0,0,0,0,5,0,0,0,17,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,4626802000007,"Ρευματονήσι,το (νησίς)",5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,4626802000008,"Στρογγυλή,η (νησίς)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,4626802000009,"Σωρός,ο",194,194,161,7,12,5,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,4626802000010,"Τσιμηντήρι,το (νησίς)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,4626802000011,"Φειρά,τα (επί της νησίδος Κάτω Φειρών)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,46269,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΡΟΔΟΥ,59055,55575,39187,939,3135,634,202,37,51,19,0,199,3759,140,475,19,6779,3480,2447,13,198,42,2,20,7,4,0,17,684,21,6,5,14
5,4626901,ΔΗΜΟΣ ΡΟΔΟΥ,54210,50967,35628,739,2920,593,179,35,49,15,0,178,3554,127,474,16,6460,3243,2330,12,173,41,2,20,6,1,0,13,602,18,6,5,14
6,462690101,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΡΟΔΟΥ,12055,10607,7590,92,282,92,62,9,23,2,0,101,1289,47,18,6,994,1448,1269,4,43,12,1,5,3,1,0,2,102,4,0,0,2
7,46269010101,Δημοτική Κοινότητα Ρόδου,12055,10607,7590,92,282,92,62,9,23,2,0,101,1289,47,18,6,994,1448,1269,4,43,12,1,5,3,1,0,2,102,4,0,0,2
8,4626901010101,"Ρόδος,η",11274,9866,7092,77,277,61,59,9,22,2,0,98,1227,44,16,5,877,1408,1245,4,43,6,0,5,3,1,0,2,93,4,0,0,2
8,4626901010102,"Κρητικά,τα",111,108,77,4,1,1,1,0,0,0,0,0,5,1,0,0,18,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,4626901010103,"Σγουρού,τα",670,633,421,11,4,30,2,0,1,0,0,3,57,2,2,1,99,37,21,0,0,6,1,0,0,0,0,0,9,0,0,0,0
6,462690102,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΑΡΧΑΓΓΕΛΟΥ,5634,5419,3747,57,204,60,28,9,4,1,0,7,224,5,175,3,895,215,141,0,23,6,0,0,1,0,0,1,37,3,0,1,2
7,46269010201,Δημοτική Κοινότητα Αρχαγγέλου,3746,3594,2482,45,157,38,20,6,3,1,0,5,178,4,62,3,590,152,105,0,7,4,0,0,1,0,0,0,31,1,0,1,2
8,4626901020101,"Αρχάγγελος,ο",3250,3109,2202,31,22,34,20,6,3,1,0,5,148,4,62,3,568,141,100,0,2,4,0,0,1,0,0,0,30,1,0,1,2
8,4626901020102,"Μοναστήριον η Τσαμπίκα,το",102,101,30,10,20,2,0,0,0,0,0,0,19,0,0,0,20,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,4626901020103,"Στεγνά,τα",394,384,250,4,115,2,0,0,0,0,0,0,11,0,0,0,2,10,4,0,5,0,0,0,0,0,0,0,1,0,0,0,0
7,46269010202,Δημοτική Κοινότητα Μαλώνος,1281,1231,789,7,41,17,4,1,1,0,0,0,22,1,112,0,236,50,24,0,16,2,0,0,0,0,0,0,6,2,0,0,0
8,4626901020201,"Μαλών,ο",1085,1072,689,6,1,9,4,1,1,0,0,0,17,1,111,0,232,13,10,0,1,0,0,0,0,0,0,0,0,2,0,0,0
8,4626901020202,"Χαράκιον,το",196,159,100,1,40,8,0,0,0,0,0,0,5,0,1,0,4,37,14,0,15,2,0,0,0,0,0,0,6,0,0,0,0
7,46269010203,Δημοτική Κοινότητα Μασάρων,607,594,476,5,6,5,4,2,0,0,0,2,24,0,1,0,69,13,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8,4626901020301,"Μάσαρη,τα",607,594,476,5,6,5,4,2,0,0,0,2,24,0,1,0,69,13,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6,462690103,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΑΤΑΒΥΡΟΥ,2294,2209,1683,34,11,27,10,2,1,1,0,5,60,1,3,2,369,85,38,0,0,1,0,1,0,0,0,1,44,0,0,0,0
7,46269010301,Δημοτική Κοινότητα Έμπωνα,900,849,698,6,2,16,4,2,1,0,0,3,28,1,3,2,83,51,20,0,0,1,0,1,0,0,0,1,28,0,0,0,0
8,4626901030101,"Έμπωνας,ο",767,719,588,3,2,16,3,2,1,0,0,3,24,1,2,1,73,48,18,0,0,1,0,1,0,0,0,1,27,0,0,0,0
8,4626901030102,"Μανδρικόν,το",133,130,110,3,0,0,1,0,0,0,0,0,4,0,1,1,10,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,46269010302,Δημοτική Κοινότητα Αγίου Ισιδώρου,443,440,340,8,0,2,2,0,0,0,0,1,5,0,0,0,82,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8,4626901030201,"Άγιος Ισίδωρος,ο",443,440,340,8,0,2,2,0,0,0,0,1,5,0,0,0,82,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,46269010303,Δημοτική Κοινότητα Κρητηνίας,400,386,324,6,5,6,4,0,0,1,0,1,10,0,0,0,29,14,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0
8,4626901030301,"Κρητηνία,η",328,319,272,4,0,4,4,0,0,1,0,1,6,0,0,0,27,9,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0
8,4626901030302,"Κάμειρος Σκάλα,η",72,67,52,2,5,2,0,0,0,0,0,0,4,0,0,0,2,5,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0
7,46269010304,Δημοτική Κοινότητα Μονολίθου,260,254,162,6,4,1,0,0,0,0,0,0,5,0,0,0,76,6,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8,4626901030401,"Μονόλιθος,ο",260,254,162,6,4,1,0,0,0,0,0,0,5,0,0,0,76,6,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,46269010305,Δημοτική Κοινότητα Σιάνων,291,280,159,8,0,2,0,0,0,0,0,0,12,0,0,0,99,11,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0
8,4626901030501,"Σιάνα,τα",244,235,130,5,0,1,0,0,0,0,0,0,12,0,0,0,87,9,2,0,0,0,0,0,0,0,0,0,7,0,0,0,0
8,4626901030502,"Λακκίον,το",47,45,29,3,0,1,0,0,0,0,0,0,0,0,0,0,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,462690104,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΑΦΑΝΤΟΥ,4520,4248,2844,69,324,61,7,1,3,1,0,2,301,6,5,0,624,272,140,1,14,4,0,2,0,0,0,3,104,4,0,0,0
7,46269010401,Δημοτική Κοινότητα Αφάντου,4096,3833,2485,67,323,61,6,1,3,1,0,2,288,5,0,0,591,263,134,1,14,4,0,2,0,0,0,1,103,4,0,0,0
8,4626901040101,"Αφάντου,τα",3401,3170,2249,53,142,49,6,1,1,1,0,2,147,2,0,0,517,231,114,1,14,4,0,2,0,0,0,1,91,4,0,0,0
8,4626901040102,"Κολύμπια,τα",695,663,236,14,181,12,0,0,2,0,0,0,141,3,0,0,74,32,20,0,0,0,0,0,0,0,0,0,12,0,0,0,0
7,46269010402,Δημοτική Κοινότητα Αρχιπόλεως,424,415,359,2,1,0,1,0,0,0,0,0,13,1,5,0,33,9,6,0,0,0,0,0,0,0,0,2,1,0,0,0,0
8,4626901040201,"Αρχίπολις,η",424,415,359,2,1,0,1,0,0,0,0,0,13,1,5,0,33,9,6,0,0,0,0,0,0,0,0,2,1,0,0,0,0
6,462690105,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΙΑΛΥΣΟΥ,4535,4292,3385,31,304,25,10,1,6,1,0,3,244,8,11,0,263,243,157,1,18,2,0,2,1,0,0,0,58,1,1,2,0
7,46269010501,Δημοτική Κοινότητα Ιαλυσού,4535,4292,3385,31,304,25,10,1,6,1,0,3,244,8,11,0,263,243,157,1,18,2,0,2,1,0,0,0,58,1,1,2,0
8,4626901050101,"Ιαλυσός,ο",4535,4292,3385,31,304,25,10,1,6,1,0,3,244,8,11,0,263,243,157,1,18,2,0,2,1,0,0,0,58,1,1,2,0
6,462690106,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΚΑΛΛΙΘΕΑΣ,5928,5673,3652,88,660,156,13,3,3,1,0,10,511,12,39,1,524,255,117,2,30,7,0,4,1,0,0,2,87,3,0,0,2
7,46269010601,Δημοτική Κοινότητα Καλυθιών,3104,2914,1697,29,459,56,6,3,2,1,0,5,388,6,23,0,239,190,79,1,26,5,0,3,0,0,0,2,69,3,0,0,2
8,4626901060101,"Φαληράκιον,το",1686,1570,594,14,453,36,1,0,1,1,0,2,352,5,7,0,104,116,39,1,24,1,0,0,0,0,0,0,47,2,0,0,2
8,4626901060102,"Καλυθιαί,αι",1418,1344,1103,15,6,20,5,3,1,0,0,3,36,1,16,0,135,74,40,0,2,4,0,3,0,0,0,2,22,1,0,0,0
7,46269010602,Δημοτική Κοινότητα Κοσκινού,2367,2308,1618,50,201,99,6,0,1,0,0,4,107,5,6,1,210,59,37,1,4,2,0,1,1,0,0,0,13,0,0,0,0
8,4626901060201,"Κοσκινού,τα",1678,1641,1380,32,58,4,5,0,0,0,0,4,42,2,4,1,109,37,22,0,4,0,0,1,1,0,0,0,9,0,0,0,0
8,4626901060202,"Αμμούδες,οι",240,238,13,3,142,12,0,0,1,0,0,0,34,3,1,0,29,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8,4626901060203,"Βρυσιά,τα",181,164,65,5,1,55,0,0,0,0,0,0,16,0,0,0,22,17,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0
8,4626901060204,"Τσαΐρι,το",268,265,160,10,0,28,1,0,0,0,0,0,15,0,1,0,50,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0
7,46269010603,Δημοτική Κοινότητα Ψίνθου,457,451,337,9,0,1,1,0,0,0,0,1,16,1,10,0,75,6,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0
8,4626901060301,"Ψίνθος,η",457,451,337,9,0,1,1,0,0,0,0,1,16,1,10,0,75,6,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0
6,462690107,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΚΑΜΕΙΡΟΥ,3976,3832,2529,64,116,49,17,2,1,2,0,11,110,11,51,3,866,144,109,0,4,0,0,1,0,0,0,1,21,1,2,1,4
7,46269010701,Δημοτική Κοινότητα Σορωνής,1154,1077,666,12,13,21,5,1,1,0,0,1,38,4,30,0,285,77,55,0,4,0,0,1,0,0,0,1,12,0,1,0,3
8,4626901070101,"Σορωνή,η",1154,1077,666,12,13,21,5,1,1,0,0,1,38,4,30,0,285,77,55,0,4,0,0,1,0,0,0,1,12,0,1,0,3
7,46269010702,Δημοτική Κοινότητα Απόλλωνα,641,611,413,4,0,2,4,1,0,1,0,1,20,3,0,1,161,30,26,0,0,0,0,0,0,0,0,0,3,0,0,1,0
8,4626901070201,"Απόλλωνα,τα",641,611,413,4,0,2,4,1,0,1,0,1,20,3,0,1,161,30,26,0,0,0,0,0,0,0,0,0,3,0,0,1,0
7,46269010703,Δημοτική Κοινότητα Διμυλιάς,330,328,212,11,1,4,2,0,0,0,0,2,7,1,6,0,82,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8,4626901070301,"Διμυλιά,η",165,164,106,5,0,4,1,0,0,0,0,1,3,0,2,0,42,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,4626901070302,"Ελεούσα,η",165,164,106,6,1,0,1,0,0,0,0,1,4,1,4,0,40,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,46269010704,Δημοτική Κοινότητα Καλαβάρδα,326,322,239,5,10,0,2,0,0,0,0,3,12,0,14,1,36,4,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0
8,4626901070401,"Καλαβάρδα,τα",326,322,239,5,10,0,2,0,0,0,0,3,12,0,14,1,36,4,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0
7,46269010705,Δημοτική Κοινότητα Πλατανίων,136,134,88,3,0,0,1,0,0,0,0,0,1,1,0,0,40,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8,4626901070501,"Πλατάνια,τα",128,126,88,3,0,0,1,0,0,0,0,0,1,1,0,0,32,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8,4626901070502,"Αγία Ελεούσα,η",8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,46269010706,Δημοτική Κοινότητα Σαλάκου,624,612,416,17,18,14,2,0,0,1,0,2,9,1,0,0,132,12,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8,4626901070601,"Σάλακος,η",586,574,398,13,15,14,2,0,0,1,0,2,9,1,0,0,119,12,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8,4626901070602,"Καπίον,το",28,28,16,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,4626901070603,"Προφήτης Ηλίας,ο",10,10,2,3,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,46269010707,Δημοτική Κοινότητα Φανών,765,748,495,12,74,8,1,0,0,0,0,2,23,1,1,1,130,17,13,0,0,0,0,0,0,0,0,0,3,0,0,0,1
8,4626901070701,"Φάναι,αι",765,748,495,12,74,8,1,0,0,0,0,2,23,1,1,1,130,17,13,0,0,0,0,0,0,0,0,0,3,0,0,0,1
6,462690108,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΛΙΝΔΙΩΝ,3886,3739,2085,89,739,7,5,1,0,3,0,10,376,15,10,0,399,147,88,0,23,0,0,0,0,0,0,2,32,0,0,1,1
7,46269010801,Δημοτική Κοινότητα Λίνδου,1671,1619,643,23,549,0,1,0,0,2,0,4,283,10,4,0,100,52,21,0,10,0,0,0,0,0,0,1,18,0,0,1,1
8,4626901080101,"Λίνδος,η",1146,1121,355,15,453,0,1,0,0,2,0,4,200,10,2,0,79,25,12,0,5,0,0,0,0,0,0,1,5,0,0,1,1
8,4626901080102,"Πεύκοι,οι",525,498,288,8,96,0,0,0,0,0,0,0,83,0,2,0,21,27,9,0,5,0,0,0,0,0,0,0,13,0,0,0,0
7,46269010802,Δημοτική Κοινότητα Καλάθου,440,414,257,8,59,4,1,0,0,0,0,2,28,2,5,0,48,26,18,0,4,0,0,0,0,0,0,0,4,0,0,0,0
8,4626901080201,"Κάλαθος,η",440,414,257,8,59,4,1,0,0,0,0,2,28,2,5,0,48,26,18,0,4,0,0,0,0,0,0,0,4,0,0,0,0
7,46269010803,Δημοτική Κοινότητα Λαέρμων,419,415,215,35,2,1,0,0,0,1,0,1,2,1,0,0,157,4,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0
8,4626901080301,"Λάερμα,τα",419,415,215,35,2,1,0,0,0,1,0,1,2,1,0,0,157,4,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0
7,46269010804,Δημοτική Κοινότητα Λάρδου,1020,967,726,16,129,0,2,1,0,0,0,2,59,1,0,0,31,53,41,0,5,0,0,0,0,0,0,1,6,0,0,0,0
8,4626901080401,"Λάρδος,η",1020,967,726,16,129,0,2,1,0,0,0,2,59,1,0,0,31,53,41,0,5,0,0,0,0,0,0,1,6,0,0,0,0
7,46269010805,Δημοτική Κοινότητα Πυλώνος,336,324,244,7,0,2,1,0,0,0,0,1,4,1,1,0,63,12,6,0,4,0,0,0,0,0,0,0,2,0,0,0,0
8,4626901080501,"Πυλών,ο",336,324,244,7,0,2,1,0,0,0,0,1,4,1,1,0,63,12,6,0,4,0,0,0,0,0,0,0,2,0,0,0,0
6,462690109,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΝΟΤΙΑΣ ΡΟΔΟΥ,3562,3469,2566,119,179,15,7,0,1,3,0,18,86,8,5,1,461,93,53,3,16,0,0,2,0,0,0,0,18,1,0,0,0
7,46269010901,Δημοτική Κοινότητα Γενναδίου,900,863,652,31,81,8,4,0,0,1,0,9,26,0,3,1,47,37,24,1,3,0,0,2,0,0,0,0,7,0,0,0,0
8,4626901090101,"Γεννάδιον,το",900,863,652,31,81,8,4,0,0,1,0,9,26,0,3,1,47,37,24,1,3,0,0,2,0,0,0,0,7,0,0,0,0
7,46269010902,Δημοτική Κοινότητα Απολακκιάς,435,429,295,9,4,1,0,0,0,1,0,1,10,0,0,0,108,6,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0
8,4626901090201,"Απολακκιά,η",435,429,295,9,4,1,0,0,0,1,0,1,10,0,0,0,108,6,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0
7,46269010903,Δημοτική Κοινότητα Αρνίθας,141,141,76,7,4,0,1,0,0,0,0,1,4,1,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,4626901090301,"Αρνίθα,η",141,141,76,7,4,0,1,0,0,0,0,1,4,1,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,46269010904,Δημοτική Κοινότητα Ασκληπιείου,808,785,586,16,55,1,0,0,1,0,0,1,25,3,0,0,97,23,11,1,6,0,0,0,0,0,0,0,5,0,0,0,0
8,4626901090401,"Ασκληπιείον,το",406,401,329,11,0,1,0,0,1,0,0,1,3,3,0,0,52,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8,4626901090402,"Κιοτάρι,το",402,384,257,5,55,0,0,0,0,0,0,0,22,0,0,0,45,18,7,0,6,0,0,0,0,0,0,0,5,0,0,0,0
7,46269010905,Δημοτική Κοινότητα Βατίου,181,180,128,4,0,0,1,0,0,0,0,0,3,1,2,0,41,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,4626901090501,"Βάτιον,το",181,180,128,4,0,0,1,0,0,0,0,0,3,1,2,0,41,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,46269010906,Δημοτική Κοινότητα Ιστρίου,121,119,97,5,0,1,0,0,0,0,0,1,1,0,0,0,14,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,4626901090601,"Ίστριος,η",121,119,97,5,0,1,0,0,0,0,0,1,1,0,0,0,14,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,46269010907,Δημοτική Κοινότητα Κατταβίας,331,318,228,13,23,4,1,0,0,0,0,2,5,0,0,0,42,13,8,1,1,0,0,0,0,0,0,0,3,0,0,0,0
8,4626901090701,"Κατταβία,η",276,266,203,12,11,2,1,0,0,0,0,2,4,0,0,0,31,10,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0
8,4626901090702,"Άγιος Παύλος,ο",46,45,25,1,8,1,0,0,0,0,0,0,0,0,0,0,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8,4626901090703,"Μαχαιριά,η",9,7,0,0,4,1,0,0,0,0,0,0,1,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
8,4626901090704,"Πρασονήσιον,το (Φάρος)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,46269010908,Δημοτική Κοινότητα Λαχανιάς,394,384,310,10,12,0,0,0,0,0,0,0,8,2,0,0,42,10,3,0,5,0,0,0,0,0,0,0,1,1,0,0,0
8,4626901090801,"Λαχανιά,η",366,358,298,7,6,0,0,0,0,0,0,0,7,2,0,0,38,8,3,0,3,0,0,0,0,0,0,0,1,1,0,0,0
8,4626901090802,"Πλημμύρι,το",28,26,12,3,6,0,0,0,0,0,0,0,1,0,0,0,4,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
8,4626901090803,"Χήνα,η (νησίς)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,46269010909,Δημοτική Κοινότητα Μεσαναγρού,141,141,110,17,0,0,0,0,0,0,0,1,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,4626901090901,"Μεσαναγρός,ο",141,141,110,17,0,0,0,0,0,0,0,1,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,46269010910,Δημοτική Κοινότητα Προφίλιας,110,109,84,7,0,0,0,0,0,1,0,2,1,1,0,0,13,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8,4626901091001,"Προφίλια,η",110,109,84,7,0,0,0,0,0,1,0,2,1,1,0,0,13,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6,462690110,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΠΕΤΑΛΟΥΔΩΝ,7820,7479,5547,96,101,101,20,7,7,0,0,11,353,14,157,0,1065,341,218,1,2,9,1,3,0,0,0,1,99,1,3,0,3
7,46269011001,Δημοτική Κοινότητα Κρεμαστής,2564,2441,1788,25,54,31,6,2,1,0,0,4,135,2,73,0,320,123,74,0,1,4,1,2,0,0,0,0,41,0,0,0,0
8,4626901100101,"Κρεμαστή,η",2518,2396,1761,21,54,23,6,2,1,0,0,3,133,2,73,0,317,122,74,0,1,3,1,2,0,0,0,0,41,0,0,0,0
8,4626901100102,"Αερολιμήν,ο",46,45,27,4,0,8,0,0,0,0,0,1,2,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7,46269011002,Δημοτική Κοινότητα Δαματρίας,548,538,285,14,0,9,2,1,0,0,0,2,16,2,8,0,199,10,6,0,0,1,0,0,0,0,0,0,2,1,0,0,0
8,4626901100201,"Δαματρία,η",460,450,261,13,0,6,2,1,0,0,0,1,11,2,6,0,147,10,6,0,0,1,0,0,0,0,0,0,2,1,0,0,0
8,4626901100202,"Κάτω Καλαμών,ο",88,88,24,1,0,3,0,0,0,0,0,1,5,0,2,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,46269011003,Δημοτική Κοινότητα Θεολόγου,524,513,328,11,14,10,2,0,0,0,0,1,59,4,14,0,70,11,7,0,1,0,0,0,0,0,0,0,3,0,0,0,0
8,4626901100301,"Θεολόγος,ο",472,462,315,8,14,8,2,0,0,0,0,1,41,2,14,0,57,10,6,0,1,0,0,0,0,0,0,0,3,0,0,0,0
8,4626901100302,"Επάνω Καλαμών,ο",52,51,13,3,0,2,0,0,0,0,0,0,18,2,0,0,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,46269011004,Δημοτική Κοινότητα Μαριτσών,891,856,703,11,1,7,3,0,0,0,0,1,22,1,2,0,105,35,15,0,0,0,0,0,0,0,0,0,20,0,0,0,0
8,4626901100401,"Μαριτσά,τα",891,856,703,11,1,7,3,0,0,0,0,1,22,1,2,0,105,35,15,0,0,0,0,0,0,0,0,0,20,0,0,0,0
